text,type,topic,subtopic,longitude,longitude (old),latitude,latitude (old),relevance
Transfer Fluid,sub-subtopic,Solar Panel,Thermal efficiency,-79.4435,-149.4435,10.10426,60.10426,983545
Aluminium Absorber,sub-subtopic,Solar Panel,Solar energy efficiency ,-79.4415,-149.4415,11.5809,61.5809,518519
Air Conditioners,sub-subtopic,Solar Panel,Thermal efficiency,-79.42806,-149.42806,11.62694,61.62694,70634
Performance Obtained,sub-subtopic,Solar Panel,Solar Hybrid Technologies,-79.41341,-149.41341,-67.77207,-17.77207,614163
Evacuated Tubular,sub-subtopic,Solar Panel,Solar performance assessment,-79.395,-149.395,10.16417,60.16417,180951
Coating Layer,sub-subtopic,Solar Panel,Solar Materials ,-79.35602,-149.35602,-67.75139,-17.75139,152161
Absorber Plate,sub-subtopic,Solar Panel,Graphene Silk Panels,-79.33333,-149.33333,-67.53333,-17.53333,383027
Typically,sub-subtopic,Solar Panel,Solar Materials ,-79.32444,-149.32444,-67.74395,-17.74395,962990
Galvanized Absorber,sub-subtopic,Solar Panel,Renewable energy Integration,-79.31676,-149.31676,-67.76099,-17.76099,157802
Utilizing Specific,sub-subtopic,Solar Panel,Thermal efficiency,-79.30919,-149.30919,-67.66917,-17.66917,371669
Dark Paint,sub-subtopic,Solar Panel,Solar Energy Optimization,-79.30861,-149.30861,11.60713,61.60713,601578
Collector,sub-subtopic,Solar Panel,Solar Materials ,-79.3,-149.3,-67.6,-17.6,904713
Flaps,sub-subtopic,Solar Panel,Solar Energy Optimization,-79.28333,-149.28333,-67.78333,-17.78333,22408
Higher Effectiveness,sub-subtopic,Solar Panel,Solar Materials ,-79.26682,-149.26682,-67.84645,-17.84645,776253
Nanofluids,sub-subtopic,Solar Panel,Solar Materials ,-79.24083,-149.24083,11.57278,61.57278,471924
Weight Fraction,sub-subtopic,Solar Panel,Solar Materials ,-79.23613,-149.23613,11.74402,61.74402,190731
Nanomaterials' Concentration,sub-subtopic,Solar Panel,Solar Materials ,-79.22376,-149.22376,-67.73831,-17.73831,479779
Mass Flow,sub-subtopic,Solar Panel,Thermal efficiency,-79.16639,-149.16639,10.9425,60.9425,587564
Nanomaterials Loading,sub-subtopic,Solar Panel,Thermal efficiency,-79.16123,-149.16123,-67.74744,-17.74744,206138
Elevated Flux,sub-subtopic,Solar Panel,Solar Materials ,-79.14215,-149.14215,11.63891,61.63891,773777
Increased Efficiency,sub-subtopic,Solar Panel,Thermal efficiency,-79.11456,-149.11456,11.59941,61.59941,348282
Cuo Nanofluids,sub-subtopic,Solar Panel,Solar Materials ,-79.03333,-149.03333,11.54222,61.54222,366416
Mwcnt Nanofluid,sub-subtopic,Solar Panel,Solar Materials ,-78.96611,-148.96611,13.85694,63.85694,876682
Gnp Nanofluids,sub-subtopic,Solar Panel,Thermal efficiency,-78.94556,-148.94556,11.62611,61.62611,154044
Proposed Cpc,sub-subtopic,Solar Panel,Solar Hybrid Technologies,-78.7645,-148.7645,11.77789,61.77789,497849
Proposed Cpc,sub-subtopic,Solar Panel,Sustainability analysis ,-78.33722,-148.33722,20.25528,70.25528,831651
Absorbent Bed,sub-subtopic,Solar Panel,Sustainability analysis ,-78.01444,-148.01444,14.84722,64.84722,476331
Type,sub-subtopic,Solar Panel,Photovoltaic Forecasting Techniques,-77.80278,-147.80278,14.85694,64.85694,622510
Disperse,sub-subtopic,Solar Panel,Thermal efficiency,-77.71639,-147.71639,14.83778,64.83778,209150
Mwcnt Nanofluid,sub-subtopic,Solar Panel,Solar Materials ,-77.69866,-147.69866,14.90822,64.90822,276049
Absorption Ability,sub-subtopic,Solar Panel,Solar Materials ,-77.53333,-147.53333,14.8,64.8,456419
Based Nanofluid,sub-subtopic,Solar Panel,Solar energy dynamics ,-77.34944,-147.34944,14.75111,64.75111,538374
Mwcnt,sub-subtopic,Solar Panel,Thermal efficiency,-77.05442,-147.05442,14.66327,64.66327,892375
Sic Nanoparticles,sub-subtopic,Solar Panel,Solar Materials ,-76.9021,-146.9021,14.52399,64.52399,976497
Volume Concentration,sub-subtopic,Solar Panel,Solar Materials ,-76.34833,-146.34833,11.13083,61.13083,482897
Table,sub-subtopic,Solar Panel,Solar systems economics ,-75.75867,-145.75867,10.5432,60.5432,566545
Experiment,sub-subtopic,Solar Panel,Solar Materials ,-75.21773,-145.21773,13.87217,63.87217,685206
Thermal Performance,sub-subtopic,Solar Panel,Thermal efficiency,-72.98556,-142.98556,13.33667,63.33667,290206
Gnp Nanofluid,sub-subtopic,Solar Panel,Thermal efficiency,-70.09972,-140.09972,-58.91093,-8.91093,580062
Water,sub-subtopic,Solar Panel,Thermal efficiency,-69.43328,-139.43328,14.06013,64.06013,33682
Water-Eg Nanofluid-Based,sub-subtopic,Solar Panel,Solar energy efficiency ,-69.04202,-139.04202,-59.80342,-9.80342,497738
Swh Systems,sub-subtopic,Solar Panel,Renewable energy transition ,-66.46328,-136.46328,-68.46647,-18.46647,989837
Highest Thermal,sub-subtopic,Solar Panel,Solar Hybrid Technologies,-65.44533,-135.44533,9.23595,59.23595,445277
Operating Temperature,sub-subtopic,Solar Panel,Solar energy efficiency ,-65.33088,-135.33088,7.05315,57.05315,569975
Swh System,sub-subtopic,Solar Panel,Solar energy efficiency ,-65.05375,-135.05375,10.71611,60.71611,735509
Fpc,sub-subtopic,Solar Panel,Solar Materials ,-64.96858,-134.96858,-73.12322,-23.12322,877332
Swh Systems,sub-subtopic,Solar Panel,Solar systems economics ,-64.41972,-134.41972,8.30194,58.30194,134319
Authors Give,sub-subtopic,Solar Panel,Solar innovation solutions ,-63.72817,-133.72817,18.36166,68.36166,660704
Reference,sub-subtopic,Solar Panel,Energy assessments,-63.14833,-133.14833,5.47639,55.47639,540114
Recent Advances,sub-subtopic,Solar Panel,Solar Materials ,-62.95556,-132.95556,6.8125,56.8125,642184
Main Focus,sub-subtopic,Solar Panel,Solar systems economics ,-62.37667,-132.37667,6.47083,56.47083,939874
Solar Water,sub-subtopic,Solar Panel,Solar energy efficiency ,-61.64757,-131.64757,5.3418,55.3418,470720
Liu,sub-subtopic,Solar Panel,Sustainable technologies ,-61.57698,-131.57698,5.12905,55.12905,816790
Combined Cooling,sub-subtopic,Solar Panel,Solar Hybrid Technologies,-60.32098,-130.32098,4.31507,54.31507,455147
Heat Transfer,sub-subtopic,Solar Panel,Renewable energy Integration,-60.10147,-130.10147,-75.06597,-25.06597,598071
Narayanan,sub-subtopic,Solar Panel,Sustainable technologies ,-58.70893,-128.70893,10.06349,60.06349,958177
Main Topic,sub-subtopic,Solar Panel,Sustainable technologies ,-58.65342,-128.65342,4.05244,54.05244,53221
Renewable Energy,sub-subtopic,Solar Panel,Energy assessments,-58.60345,-128.60345,4.51634,54.51634,141310
Sustainable Energy,sub-subtopic,Solar Panel,Energy assessments,-57.17428,-127.17428,4.78036,54.78036,282382
Pressure Drop,sub-subtopic,Solar Panel,Solar Materials ,-57.08638,-127.08638,0.59,50.59,897469
Copper Oxide,sub-subtopic,Solar Panel,Solar Materials ,-56.8329,-126.8329,15.28201,65.28201,361550
Subject Ofmicrochem,sub-subtopic,Solar Panel,Sustainable technologies ,-56.67008,-126.67008,4.39976,54.39976,261054
Performance Enhancement,sub-subtopic,Solar Panel,Solar Hybrid Technologies,-55.90744,-125.90744,-0.84686,49.15314,131636
Efficient Encapsulation,sub-subtopic,Solar Panel,Sustainable technologies ,-55.76084,-125.76084,4.22972,54.22972,376766
Aqueous Media,sub-subtopic,Solar Panel,Sustainable technologies ,-55.54635,-125.54635,-1.05847,48.94153,941391
Aqueous Solutions,sub-subtopic,Solar Panel,Sustainable technologies ,-55.24459,-125.24459,0.01634,50.01634,827839
Main Focus,sub-subtopic,Solar Panel,Sustainable technologies ,-55.03613,-125.03613,-0.38366,49.61634,659476
Purpose,sub-subtopic,Solar Panel,Sustainable technologies ,-54.9936,-124.9936,-0.31343,49.68657,202253
Main Component,sub-subtopic,Solar Panel,Sustainable technologies ,-54.9467,-124.9467,-0.35297,49.64703,206675
Governing Equations,sub-subtopic,Solar Panel,Sustainability analysis ,-54.8195,-124.8195,-0.46706,49.53294,208790
Maximum Temperature,sub-subtopic,Solar Panel,Thermal efficiency,-54.8028,-124.8028,-0.75867,49.24133,635112
Efficiency Rate,sub-subtopic,Solar Panel,Solar Materials ,-54.79881,-124.79881,-0.44811,49.55189,47520
Heat Transmission,sub-subtopic,Solar Panel,Thermal efficiency,-54.66923,-124.66923,-0.46552,49.53448,758161
Increased Interest,sub-subtopic,Solar Panel,Thermal efficiency,-54.52368,-124.52368,-0.16722,49.83278,590663
Increased Carbon,sub-subtopic,Solar Panel,Renewable Solutions Integration,-54.49733,-124.49733,-7.25434,42.74566,794350
Harmful Effects,sub-subtopic,Solar Panel,Energy efficiency meaasures,-54.42177,-124.42177,-7.59267,42.40733,115519
Solar Energy,sub-subtopic,Solar Panel,Solar Hybrid Technologies,-54.41946,-124.41946,-0.70037,49.29963,114257
Solar Energy,sub-subtopic,Solar Panel,Renewable Solutions Integration,-54.40845,-124.40845,-6.881,43.119,894108
Research Findings,sub-subtopic,Solar Panel,Energy assessments,-54.38549,-124.38549,-2.04964,47.95036,404333
Solar Energy,sub-subtopic,Solar Panel,Photovoltaic Forecasting Techniques,-54.35541,-124.35541,-0.65877,49.34123,128566
Hybrid-Electric Tractors,sub-subtopic,Solar Panel,Solar Hybrid Technologies,-54.31575,-124.31575,-0.68053,49.31947,426485
Typically Generate,sub-subtopic,Solar Panel,Solar Hybrid Technologies,-54.31317,-124.31317,-6.64572,43.35428,661713
Hybrid-Electric Tractors,sub-subtopic,Solar Panel,Solar Hybrid Technologies,-54.28398,-124.28398,-7.94739,42.05261,804826
Solar-Powered Tractor,sub-subtopic,Solar Panel,Solar Hybrid Technologies,-54.26759,-124.26759,-7.94683,42.05317,403369
Lithium-Ion Battery,sub-subtopic,Solar Panel,Solar innovation solutions ,-54.22428,-124.22428,-6.5935,43.4065,702129
Tractor Powered,sub-subtopic,Solar Panel,Solar Hybrid Technologies,-54.21789,-124.21789,-6.6335,43.3665,353473
Progress Made,sub-subtopic,Solar Panel,Graphene Silk Panels,-54.20483,-124.20483,-6.64405,43.35595,445029
Thermal Systems,sub-subtopic,Solar Panel,Solar Hybrid Technologies,-54.20175,-124.20175,-8.24405,41.75595,751254
Solar-Powered Tractor,sub-subtopic,Solar Panel,Solar Hybrid Technologies,-54.18978,-124.18978,-9.27404,40.72596,998277
Parabolic Trough,sub-subtopic,Solar Panel,Solar Hybrid Technologies,-54.18761,-124.18761,-6.82295,43.17705,693229
Kerosene,sub-subtopic,Solar Panel,Solar Materials ,-54.18395,-124.18395,-9.22737,40.77263,843541
Solid Surface,sub-subtopic,Solar Panel,Solar Materials ,-54.17511,-124.17511,-6.42433,43.57567,210748
Primary Types,sub-subtopic,Solar Panel,Solar forecasting solutions ,-54.16367,-124.16367,-9.19793,40.80207,74652
Convective Slip,sub-subtopic,Solar Panel,Thermal efficiency,-54.15875,-124.15875,-8.2475,41.7525,296290
Solar Radiation,sub-subtopic,Solar Panel,Thermal efficiency,-54.15728,-124.15728,-9.40181,40.59819,106200
Heating Systems,sub-subtopic,Solar Panel,Solar Energy Optimization,-54.15629,-124.15629,-3.0263,46.9737,813189
Non-Newtonian,sub-subtopic,Solar Panel,Thermal efficiency,-54.15228,-124.15228,-9.26682,40.73318,186779
Violin Erikson,sub-subtopic,Solar Panel,Solar Hybrid Technologies,-54.14284,-124.14284,-9.23015,40.76985,892234
Moving Fluid,sub-subtopic,Solar Panel,Solar energy dynamics ,-54.13899,-124.13899,-6.93517,43.06483,816913
Nanofluid Dynamic,sub-subtopic,Solar Panel,Solar performance assessment,-54.13034,-124.13034,-9.21126,40.78874,83577
Hexahedron,sub-subtopic,Solar Panel,Renewable energy Integration,-54.12782,-124.12782,-0.72412,49.27588,9200
Nano Molecules,sub-subtopic,Solar Panel,Solar energy efficiency ,-54.11512,-124.11512,-6.11682,43.88318,40407
Heat Exchangers,sub-subtopic,Solar Panel,Solar Energy Optimization,-54.10644,-124.10644,-9.5007,40.4993,780474
Engine Oil,sub-subtopic,Solar Panel,Thermal efficiency,-54.10406,-124.10406,-3.10991,46.89009,123253
Heat Transfer,sub-subtopic,Solar Panel,Solar Materials ,-54.10239,-124.10239,-8.95511,41.04489,365506
Copper,sub-subtopic,Solar Panel,Electricity access,-54.10062,-124.10062,-9.05348,40.94652,263029
Thermal Conductivity,sub-subtopic,Solar Panel,Solar Materials ,-54.09984,-124.09984,-6.01738,43.98262,492577
Energy,sub-subtopic,Solar Panel,Solar Hybrid Technologies,-54.09727,-124.09727,-9.45237,40.54763,558426
Dimensionless Entropy,sub-subtopic,Solar Panel,Thermal efficiency,-54.09678,-124.09678,-6.29766,43.70234,976496
Fourth Terms,sub-subtopic,Solar Panel,Thermal efficiency,-54.08284,-124.08284,-9.13348,40.86652,303931
Cherished Polynomials,sub-subtopic,Solar Panel,Sun-Synchronous Orbits,-54.06873,-124.06873,-5.57321,44.42679,17075
Scp,sub-subtopic,Solar Panel,Solar performance assessment,-54.06367,-124.06367,-9.15765,40.84235,978589
Equation,sub-subtopic,Solar Panel,Solar performance assessment,-54.06317,-124.06317,-5.19155,44.80845,754732
Main Proof,sub-subtopic,Solar Panel,Solar forecasting solutions ,-54.05461,-124.05461,-1.17505,48.82495,63928
Non-Newtonian Shear-Thinning,sub-subtopic,Solar Panel,Thermal efficiency,-54.05432,-124.05432,-3.64768,46.35232,424173
Velocity,sub-subtopic,Solar Panel,Thermal efficiency,-54.05345,-124.05345,-5.36322,44.63678,904885
Shear Rate,sub-subtopic,Solar Panel,Thermal efficiency,-54.05208,-124.05208,-3.50823,46.49177,950844
Nanofluid Flow,sub-subtopic,Solar Panel,Thermal efficiency,-54.04678,-124.04678,-5.14961,44.85039,820947
Porous Media,sub-subtopic,Solar Panel,Thermal efficiency,-54.02484,-124.02484,-0.37798,49.62202,822989
Temperature Profile,sub-subtopic,Solar Panel,Thermal efficiency,-54.01982,-124.01982,4.01657,54.01657,311191
Slip Boundary,sub-subtopic,Solar Panel,Thermal efficiency,-54.01789,-124.01789,-5.04184,44.95816,213085
Boundary Layer,sub-subtopic,Solar Panel,Thermal efficiency,-54.01745,-124.01745,-0.82615,49.17385,79007
Thermal Radiation,sub-subtopic,Solar Panel,Thermal efficiency,-53.98395,-123.98395,-9.11709,40.88291,366044
Temperature Field,sub-subtopic,Solar Panel,Thermal efficiency,-53.96289,-123.96289,-4.79767,45.20233,104735
Solar Radiation,sub-subtopic,Solar Panel,Solar Hybrid Technologies,-53.96153,-123.96153,-4.10823,45.89177,519113
Solar Concentrator,sub-subtopic,Solar Panel,Solar Hybrid Technologies,-53.94291,-123.94291,-4.38656,45.61344,187637
High Eckert,sub-subtopic,Solar Panel,Solar energy efficiency ,-53.94003,-123.94003,-0.83362,49.16638,537445
Fluid Flow,sub-subtopic,Solar Panel,Thermal efficiency,-53.93845,-123.93845,-5.37849,44.62151,273867
Significantly Higher,sub-subtopic,Solar Panel,Thermal efficiency,-53.92376,-123.92376,-3.8349,46.1651,919348
Solar Radiation,sub-subtopic,Solar Panel,Thermal efficiency,-53.92264,-123.92264,-4.00684,45.99316,846475
Brinkman Number,sub-subtopic,Solar Panel,Thermal efficiency,-53.92011,-123.92011,-5.27822,44.72178,742701
Viscous Forces,sub-subtopic,Solar Panel,Thermal efficiency,-53.91125,-123.91125,-3.97573,46.02427,409755
Brinkman Number,sub-subtopic,Solar Panel,Thermal efficiency,-53.89239,-123.89239,-0.52041,49.47959,503874
Temperature Profile,sub-subtopic,Solar Panel,Thermal efficiency,-53.88933,-123.88933,-3.01908,46.98092,26834
Mathematically Modelling,sub-subtopic,Solar Panel,Thermal efficiency,-53.8893,-123.8893,-4.4774,45.5226,578409
Lorentz Force,sub-subtopic,Solar Panel,Thermal efficiency,-53.88039,-123.88039,-4.98961,45.01039,963936
Irreversible Loss,sub-subtopic,Solar Panel,Thermal efficiency,-53.8527,-123.8527,-0.88367,49.11633,74133
Authors Contribute,sub-subtopic,Solar Panel,Sustainability analysis ,-53.84553,-123.84553,-4.5436,45.4564,768472
Authors Make,sub-subtopic,Solar Panel,Solar innovation solutions ,-53.83395,-123.83395,-0.95193,49.04807,523932
Brandt Number,sub-subtopic,Solar Panel,Solar performance assessment,-53.83125,-123.83125,-3.81212,46.18788,791878
Brandt Number,sub-subtopic,Solar Panel,Thermal efficiency,-53.82336,-123.82336,-9.87986,40.12014,528199
Sustainable Farm,sub-subtopic,Solar Panel,Solar forecasting solutions ,-53.81699,-123.81699,-1.00984,48.99016,753470
Compute,sub-subtopic,Solar Panel,Photovoltaic Forecasting Techniques,-53.81572,-123.81572,-3.02463,46.97537,602437
Research Study,sub-subtopic,Solar Panel,Energy assessments,-53.80529,-123.80529,-10.55428,39.44572,222551
Lin,sub-subtopic,Solar Panel,Energy assessments,-53.80461,-123.80461,-3.33685,46.66315,533140
Nasa,sub-subtopic,Solar Panel,Energy assessments,-53.77378,-123.77378,-3.04463,46.95537,980122
Solar Simulator,sub-subtopic,Solar Panel,Solar energy efficiency ,-53.72762,-123.72762,-1.62537,48.37463,806567
Water Unavailability,sub-subtopic,Solar Panel,Solar Hybrid Technologies,-53.71937,-123.71937,-1.08367,48.91633,553496
Water Shortage,sub-subtopic,Solar Panel,Thermal efficiency,-53.70266,-123.70266,-1.21707,48.78293,701327
Production Amount,sub-subtopic,Solar Panel,Thermal efficiency,-53.69239,-123.69239,-3.02657,46.97343,691743
Solar Devices,sub-subtopic,Solar Panel,Renewable energy Integration,-53.68596,-123.68596,-1.15867,48.84133,800945
Basin Type,sub-subtopic,Solar Panel,Solar technology adoption ,-53.64812,-123.64812,-7.83711,42.16289,996753
Production Amount,sub-subtopic,Solar Panel,Solar systems economics ,-53.63144,-123.63144,-9.06042,40.93958,362174
Modified Solar,sub-subtopic,Solar Panel,Solar Hybrid Technologies,-53.61739,-123.61739,-1.26634,48.73366,675973
Solar Desalination,sub-subtopic,Solar Panel,Solar energy efficiency ,-53.60928,-123.60928,-4.93989,45.06011,548726
Maximum Production,sub-subtopic,Solar Panel,Thermal efficiency,-53.60266,-123.60266,-3.01879,46.98121,697729
Production Amount,sub-subtopic,Solar Panel,Thermal efficiency,-53.53591,-123.53591,-1.61707,48.38293,688131
Productivity Observed,sub-subtopic,Solar Panel,Solar energy efficiency ,-53.50555,-123.50555,-0.60461,49.39539,478020
Percentage Improvement,sub-subtopic,Solar Panel,Solar energy efficiency ,-53.50261,-123.50261,-1.55037,48.44963,508621
Recent Solutions,sub-subtopic,Solar Panel,Solar forecasting solutions ,-53.50032,-123.50032,-1.14658,48.85342,610431
Distilled Yield,sub-subtopic,Solar Panel,Solar Materials ,-53.49061,-123.49061,-1.18148,48.81852,970421
Desalination Plant,sub-subtopic,Solar Panel,Solar energy efficiency ,-53.48594,-123.48594,-4.92127,45.07873,425159
Present Study,sub-subtopic,Solar Panel,Photovoltaic Forecasting Techniques,-53.48591,-123.48591,-1.56707,48.43293,672277
Water Evaporation,sub-subtopic,Solar Panel,Thermal efficiency,-53.48279,-123.48279,-10.31179,39.68821,296705
Installing Fins,sub-subtopic,Solar Panel,Thermal efficiency,-53.46088,-123.46088,-1.54233,48.45767,897786
Increased Evaporation,sub-subtopic,Solar Panel,Thermal efficiency,-53.45445,-123.45445,-11.28481,38.71519,197459
Condenser,sub-subtopic,Solar Panel,Renewable energy Integration,-53.43074,-123.43074,-1.88185,48.11815,699908
Time Frame,sub-subtopic,Solar Panel,Sun-Synchronous Orbits,-53.41933,-123.41933,-1.33366,48.66634,577285
Temperature Measurement,sub-subtopic,Solar Panel,Renewable energy Integration,-53.41667,-123.41667,-1.4,48.6,949705
Feed Water,sub-subtopic,Solar Panel,Thermal efficiency,-53.41257,-123.41257,-6.87766,43.12234,787022
