text,type,topic,subtopic,longitude,latitude,relevance
purpose,sub-subtopic,Solar Panel,Sustainable technologies ,-124.9936,49.68657,202253
main component,sub-subtopic,Solar Panel,Sustainable technologies ,-124.9467,49.64703,206675
governing equations,sub-subtopic,Solar Panel,Sustainability analysis ,-124.8195,49.53294,208790
maximum temperature,sub-subtopic,Solar Panel,Thermal efficiency,-124.8028,49.24133,635112
efficiency rate,sub-subtopic,Solar Panel,Solar Materials ,-124.79881,49.55189,47520
heat transmission,sub-subtopic,Solar Panel,Thermal efficiency,-124.66923,49.53448,758161
increased interest,sub-subtopic,Solar Panel,Thermal efficiency,-124.52368,49.83278,590663
increased carbon,sub-subtopic,Solar Panel,Renewable Solutions Integration,-124.49733,42.74566,794350
harmful effects,sub-subtopic,Solar Panel,Energy efficiency meaasures,-124.42177,42.40733,115519
solar energy,sub-subtopic,Solar Panel,Solar Hybrid Technologies,-124.41946,49.29963,114257
solar energy,sub-subtopic,Solar Panel,Renewable Solutions Integration,-124.40845,43.119,894108
research findings,sub-subtopic,Solar Panel,Energy assessments,-124.38549,47.95036,404333
solar energy,sub-subtopic,Solar Panel,Photovoltaic Forecasting Techniques,-124.35541,49.34123,128566
hybrid-electric tractors,sub-subtopic,Solar Panel,Solar Hybrid Technologies,-124.31575,49.31947,426485
typically generate,sub-subtopic,Solar Panel,Solar Hybrid Technologies,-124.31317,43.35428,661713
hybrid-electric tractors,sub-subtopic,Solar Panel,Solar Hybrid Technologies,-124.28398,42.05261,804826
solar-powered tractor,sub-subtopic,Solar Panel,Solar Hybrid Technologies,-124.26759,42.05317,403369
Heckeroth?瞽,sub-subtopic,Solar Panel,Solar innovation solutions ,-124.26394,40.57624,671227
lithium-ion battery,sub-subtopic,Solar Panel,Solar innovation solutions ,-124.22428,43.4065,702129
tractor powered,sub-subtopic,Solar Panel,Solar Hybrid Technologies,-124.21789,43.3665,353473
progress made,sub-subtopic,Solar Panel,Graphene Silk Panels,-124.20483,43.35595,445029
thermal systems,sub-subtopic,Solar Panel,Solar Hybrid Technologies,-124.20175,41.75595,751254
solar-powered tractor,sub-subtopic,Solar Panel,Solar Hybrid Technologies,-124.18978,40.72596,998277
parabolic trough,sub-subtopic,Solar Panel,Solar Hybrid Technologies,-124.18761,43.17705,693229
Kerosene,sub-subtopic,Solar Panel,Solar Materials ,-124.18395,40.77263,843541
solid surface,sub-subtopic,Solar Panel,Solar Materials ,-124.17511,43.57567,210748
primary types,sub-subtopic,Solar Panel,Solar forecasting solutions ,-124.16367,40.80207,74652
convective slip,sub-subtopic,Solar Panel,Thermal efficiency,-124.15875,41.7525,296290
solar radiation,sub-subtopic,Solar Panel,Thermal efficiency,-124.15728,40.59819,106200
heating systems,sub-subtopic,Solar Panel,Solar Energy Optimization,-124.15629,46.9737,813189
non-Newtonian,sub-subtopic,Solar Panel,Thermal efficiency,-124.15228,40.73318,186779
Violin Erikson,sub-subtopic,Solar Panel,Solar Hybrid Technologies,-124.14284,40.76985,892234
moving fluid,sub-subtopic,Solar Panel,Solar energy dynamics ,-124.13899,43.06483,816913
nanofluid dynamic,sub-subtopic,Solar Panel,Solar performance assessment,-124.13034,40.78874,83577
hexahedron,sub-subtopic,Solar Panel,Renewable energy Integration,-124.12782,49.27588,9200
nano molecules,sub-subtopic,Solar Panel,Solar energy efficiency ,-124.11512,43.88318,40407
heat exchangers,sub-subtopic,Solar Panel,Solar Energy Optimization,-124.10644,40.4993,780474
engine oil,sub-subtopic,Solar Panel,Thermal efficiency,-124.10406,46.89009,123253
heat transfer,sub-subtopic,Solar Panel,Solar Materials ,-124.10239,41.04489,365506
copper,sub-subtopic,Solar Panel,Electricity access,-124.10062,40.94652,263029
thermal conductivity,sub-subtopic,Solar Panel,Solar Materials ,-124.09984,43.98262,492577
energy,sub-subtopic,Solar Panel,Solar Hybrid Technologies,-124.09727,40.54763,558426
dimensionless entropy,sub-subtopic,Solar Panel,Thermal efficiency,-124.09678,43.70234,976496
fourth terms,sub-subtopic,Solar Panel,Thermal efficiency,-124.08284,40.86652,303931
Cherished polynomials,sub-subtopic,Solar Panel,Sun-Synchronous Orbits,-124.06873,44.42679,17075
SCP,sub-subtopic,Solar Panel,Solar performance assessment,-124.06367,40.84235,978589
equation,sub-subtopic,Solar Panel,Solar performance assessment,-124.06317,44.80845,754732
main proof,sub-subtopic,Solar Panel,Solar forecasting solutions ,-124.05461,48.82495,63928
non-Newtonian shear-thinning,sub-subtopic,Solar Panel,Thermal efficiency,-124.05432,46.35232,424173
velocity,sub-subtopic,Solar Panel,Thermal efficiency,-124.05345,44.63678,904885
shear rate,sub-subtopic,Solar Panel,Thermal efficiency,-124.05208,46.49177,950844
nanofluid flow,sub-subtopic,Solar Panel,Thermal efficiency,-124.04678,44.85039,820947
porous media,sub-subtopic,Solar Panel,Thermal efficiency,-124.02484,49.62202,822989
temperature profile,sub-subtopic,Solar Panel,Thermal efficiency,-124.01982,54.01657,311191
slip boundary,sub-subtopic,Solar Panel,Thermal efficiency,-124.01789,44.95816,213085
boundary layer,sub-subtopic,Solar Panel,Thermal efficiency,-124.01745,49.17385,79007
thermal radiation,sub-subtopic,Solar Panel,Thermal efficiency,-123.98395,40.88291,366044
temperature field,sub-subtopic,Solar Panel,Thermal efficiency,-123.96289,45.20233,104735
solar radiation,sub-subtopic,Solar Panel,Solar Hybrid Technologies,-123.96153,45.89177,519113
solar concentrator,sub-subtopic,Solar Panel,Solar Hybrid Technologies,-123.94291,45.61344,187637
high Eckert,sub-subtopic,Solar Panel,Solar energy efficiency ,-123.94003,49.16638,537445
fluid flow,sub-subtopic,Solar Panel,Thermal efficiency,-123.93845,44.62151,273867
significantly higher,sub-subtopic,Solar Panel,Thermal efficiency,-123.92376,46.1651,919348
solar radiation,sub-subtopic,Solar Panel,Thermal efficiency,-123.92264,45.99316,846475
Brinkman number,sub-subtopic,Solar Panel,Thermal efficiency,-123.92011,44.72178,742701
viscous forces,sub-subtopic,Solar Panel,Thermal efficiency,-123.91125,46.02427,409755
Brinkman number,sub-subtopic,Solar Panel,Thermal efficiency,-123.89239,49.47959,503874
temperature profile,sub-subtopic,Solar Panel,Thermal efficiency,-123.88933,46.98092,26834
mathematically modelling,sub-subtopic,Solar Panel,Thermal efficiency,-123.8893,45.5226,578409
Lorentz force,sub-subtopic,Solar Panel,Thermal efficiency,-123.88039,45.01039,963936
irreversible loss,sub-subtopic,Solar Panel,Thermal efficiency,-123.8527,49.11633,74133
authors contribute,sub-subtopic,Solar Panel,Sustainability analysis ,-123.84553,45.4564,768472
authors make,sub-subtopic,Solar Panel,Solar innovation solutions ,-123.83395,49.04807,523932
Brandt number,sub-subtopic,Solar Panel,Solar performance assessment,-123.83125,46.18788,791878
Brandt number,sub-subtopic,Solar Panel,Thermal efficiency,-123.82336,40.12014,528199
sustainable farm,sub-subtopic,Solar Panel,Solar forecasting solutions ,-123.81699,48.99016,753470
Compute,sub-subtopic,Solar Panel,Photovoltaic Forecasting Techniques,-123.81572,46.97537,602437
research study,sub-subtopic,Solar Panel,Energy assessments,-123.80529,39.44572,222551
Lin,sub-subtopic,Solar Panel,Energy assessments,-123.80461,46.66315,533140
NASA,sub-subtopic,Solar Panel,Energy assessments,-123.77378,46.95537,980122
paper,sub-subtopic,Solar Panel,Energy assessments,-123.76939,48.94963,252962
article,sub-subtopic,Solar Panel,Solar innovation solutions ,-123.75903,49.47512,600810
system,sub-subtopic,Solar Panel,Thermal efficiency,-123.73294,46.68649,682707
solar simulator,sub-subtopic,Solar Panel,Solar energy efficiency ,-123.72762,48.37463,806567
water unavailability,sub-subtopic,Solar Panel,Solar Hybrid Technologies,-123.71937,48.91633,553496
water shortage,sub-subtopic,Solar Panel,Thermal efficiency,-123.70266,48.78293,701327
production amount,sub-subtopic,Solar Panel,Thermal efficiency,-123.69239,46.97343,691743
solar devices,sub-subtopic,Solar Panel,Renewable energy Integration,-123.68596,48.84133,800945
basin type,sub-subtopic,Solar Panel,Solar technology adoption ,-123.64812,42.16289,996753
production amount,sub-subtopic,Solar Panel,Solar systems economics ,-123.63144,40.93958,362174
modified solar,sub-subtopic,Solar Panel,Solar Hybrid Technologies,-123.61739,48.73366,675973
solar desalination,sub-subtopic,Solar Panel,Solar energy efficiency ,-123.60928,45.06011,548726
maximum production,sub-subtopic,Solar Panel,Thermal efficiency,-123.60266,46.98121,697729
production amount,sub-subtopic,Solar Panel,Thermal efficiency,-123.53591,48.38293,688131
productivity observed,sub-subtopic,Solar Panel,Solar energy efficiency ,-123.50555,49.39539,478020
percentage improvement,sub-subtopic,Solar Panel,Solar energy efficiency ,-123.50261,48.44963,508621
recent solutions,sub-subtopic,Solar Panel,Solar forecasting solutions ,-123.50032,48.85342,610431
distilled yield,sub-subtopic,Solar Panel,Solar Materials ,-123.49061,48.81852,970421
desalination plant,sub-subtopic,Solar Panel,Solar energy efficiency ,-123.48594,45.07873,425159
present study,sub-subtopic,Solar Panel,Photovoltaic Forecasting Techniques,-123.48591,48.43293,672277
water evaporation,sub-subtopic,Solar Panel,Thermal efficiency,-123.48279,39.68821,296705
installing fins,sub-subtopic,Solar Panel,Thermal efficiency,-123.46088,48.45767,897786
increased evaporation,sub-subtopic,Solar Panel,Thermal efficiency,-123.45445,38.71519,197459
condenser,sub-subtopic,Solar Panel,Renewable energy Integration,-123.43074,48.11815,699908
area,sub-subtopic,Solar Panel,Solar systems economics ,-123.41979,42.51734,592179
time frame,sub-subtopic,Solar Panel,Sun-Synchronous Orbits,-123.41933,48.66634,577285
temperature measurement,sub-subtopic,Solar Panel,Renewable energy Integration,-123.41667,48.6,949705
feed water,sub-subtopic,Solar Panel,Thermal efficiency,-123.41257,43.12234,787022
ensure,sub-subtopic,Solar Panel,Energy Risk indicators ,-123.41174,48.43569,707789
ordering iron,sub-subtopic,Solar Panel,Thermal efficiency,-123.40877,47.00343,611130
type,sub-subtopic,Solar Panel,Solar systems economics ,-123.39483,45.09928,903476
iron ore,sub-subtopic,Solar Panel,Thermal efficiency,-123.38728,42.42206,4409
surface temperature,sub-subtopic,Solar Panel,Thermal efficiency,-123.38639,61.03346,468167
water flow,sub-subtopic,Solar Panel,Thermal efficiency,-123.38529,39.44377,817155
water flow,sub-subtopic,Solar Panel,Thermal efficiency,-123.38318,46.20317,784655
input flow,sub-subtopic,Solar Panel,Thermal efficiency,-123.3808,41.79275,662542
flow rate,sub-subtopic,Solar Panel,Thermal efficiency,-123.37172,48.10667,826520
production amount,sub-subtopic,Solar Panel,Thermal efficiency,-123.36785,43.16039,516144
iron ore,sub-subtopic,Solar Panel,Thermal efficiency,-123.36784,42.36234,656276
effective surface,sub-subtopic,Solar Panel,Thermal efficiency,-123.3676,44.54012,217757
mass flow,sub-subtopic,Solar Panel,Thermal efficiency,-123.36612,39.00907,87302
production amount,sub-subtopic,Solar Panel,Thermal efficiency,-123.36423,42.95095,701295
distilled efficiency,sub-subtopic,Solar Panel,Thermal efficiency,-123.35557,39.40961,200397
distilled efficiency,sub-subtopic,Solar Panel,Thermal efficiency,-123.35155,48.4359,102747
structure caused,sub-subtopic,Solar Panel,Thermal efficiency,-123.35093,44.04873,361705
Table,sub-subtopic,Solar Panel,Solar systems economics ,-123.34174,43.2165,79586
feed water,sub-subtopic,Solar Panel,Thermal efficiency,-123.33622,49.3847,572689
light-absorbing materials,sub-subtopic,Solar Panel,Solar systems economics ,-123.33067,42.43933,485163
litre compared,sub-subtopic,Solar Panel,Thermal efficiency,-123.3187,43.65873,720592
produce freshwater,sub-subtopic,Solar Panel,Solar technology adoption ,-123.31705,44.91928,179057
drinking water,sub-subtopic,Solar Panel,Energy assessments,-123.31258,43.39012,377749
absorption capabilities,sub-subtopic,Solar Panel,Solar Materials ,-123.31173,42.98456,577009
stair surfaces,sub-subtopic,Solar Panel,Thermal efficiency,-123.30811,42.42206,710416
iron ore,sub-subtopic,Solar Panel,Thermal efficiency,-123.30331,43.26452,477048
production enhancement,sub-subtopic,Solar Panel,Thermal efficiency,-123.3026,48.44964,789064
cost analysis,sub-subtopic,Solar Panel,Renewable energy insights,-123.29312,43.02012,147124
cost-effective scenario,sub-subtopic,Solar Panel,Thermal efficiency,-123.28342,43.59845,916346
Environmental Science,sub-subtopic,Solar Panel,Solar urban sustainability ,-123.28117,42.92734,242911
enhance heat,sub-subtopic,Solar Panel,Solar Materials ,-123.27394,42.21873,97845
Energy Propaedia,sub-subtopic,Solar Panel,Energy assessments,-123.26543,47.05315,610277
solar desalination,sub-subtopic,Solar Panel,Solar Hybrid Technologies,-123.26204,44.56457,888682
iron ore,sub-subtopic,Solar Panel,Solar Materials ,-123.24922,39.79327,387714
thermal desalination,sub-subtopic,Solar Panel,Thermal efficiency,-123.2376,49.45218,471266
Ghanaian work,sub-subtopic,Solar Panel,Solar systems economics ,-123.23399,44.84845,263560
Askari work,sub-subtopic,Solar Panel,Solar Energy Optimization,-123.20778,39.15017,829319
solar-heated Janus,sub-subtopic,Solar Panel,Energy assessments,-123.20733,45.11567,750944
paper presents,sub-subtopic,Solar Panel,Solar technology adoption ,-123.20679,46.10122,974091
second-largest absolute,sub-subtopic,Solar Panel,Renewable energy integration,-123.20565,44.21929,766469
global level,sub-subtopic,Solar Panel,Renewable energy transition ,-123.20445,39.26544,28743
Jordan,sub-subtopic,Solar Panel,Renewable energy transition ,-123.19872,45.21012,211169
Jordan,sub-subtopic,Solar Panel,Energy efficiency meaasures,-123.19289,45.85872,961755
electricity consumption,sub-subtopic,Solar Panel,Electricity access,-123.18733,45.3415,807798
renewable energy,sub-subtopic,Solar Panel,Renewable energy transition ,-123.18677,44.85123,94328
generation capacity,sub-subtopic,Solar Panel,Renewable energy integration,-123.18308,40.55431,453759
Jordan energy,sub-subtopic,Solar Panel,Renewable energy transition ,-123.17649,45.29428,269148
promote renewable,sub-subtopic,Solar Panel,Renewable energy transition ,-123.172,42.43595,760679
support domestic,sub-subtopic,Solar Panel,Renewable energy transition ,-123.17065,44.27401,27310
key theories,sub-subtopic,Solar Panel,Renewable energy transition ,-123.16934,49.24966,9763
Maslow Hierarchical,sub-subtopic,Solar Panel,Renewable energy transition ,-123.16778,39.13323,813143
electricity generation,sub-subtopic,Solar Panel,Renewable energy insights,-123.16652,49.36672,188145
average global,sub-subtopic,Solar Panel,Renewable energy integration,-123.15631,49.69925,718520
data,sub-subtopic,Solar Panel,Solar energy impact,-123.13683,49.17003,591073
survey process,sub-subtopic,Solar Panel,Sun-Synchronous Orbits,-123.13333,49.28333,474019
questionnaire,sub-subtopic,Solar Panel,Sustainability analysis ,-123.11934,49.24966,664721
survey,sub-subtopic,Solar Panel,Renewable energy insights,-123.11483,45.24428,296963
male,sub-subtopic,Solar Panel,Renewable energy insights,-123.11428,45.61872,910699
internal consistency,sub-subtopic,Solar Panel,Energy Risk indicators ,-123.11066,45.51984,432383
quantitative data,sub-subtopic,Solar Panel,Sustainability analysis ,-123.10815,44.54123,429914
largest proportion,sub-subtopic,Solar Panel,Solar panel perception,-123.10593,44.63651,930286
bachelor degree,sub-subtopic,Solar Panel,Renewable energy insights,-123.10234,48.07963,215800
private sector,sub-subtopic,Solar Panel,Solar systems economics ,-123.10118,43.30151,493527
respondents live,sub-subtopic,Solar Panel,Solar forecasting solutions ,-123.10071,47.21509,555559
renewable adoption,sub-subtopic,Solar Panel,Renewable energy transition ,-123.09625,46.82177,306289
main challenges,sub-subtopic,Solar Panel,Renewable energy transition ,-123.09374,55.33637,554818
bills,sub-subtopic,Solar Panel,Renewable energy insights,-123.08675,44.05207,376226
electricity bills,sub-subtopic,Solar Panel,Renewable energy insights,-123.08333,49.01667,323584
test results,sub-subtopic,Solar Panel,Energy Risk indicators ,-123.08241,49.08938,683923
energy systems,sub-subtopic,Solar Panel,Renewable energy insights,-123.07797,48.98538,113784
renewable energy,sub-subtopic,Solar Panel,Solar technology adoption ,-123.07621,45.22067,373729
solar energy,sub-subtopic,Solar Panel,Renewable energy insights,-123.06934,49.31636,243144
solar energy,sub-subtopic,Solar Panel,Energy Risk indicators ,-123.06648,44.13707,82398
Williams suggest,sub-subtopic,Solar Panel,Energy efficiency meaasures,-123.06148,44.68095,532343
Akbar argue,sub-subtopic,Solar Panel,Energy efficiency meaasures,-123.05983,45.51984,60966
analytical techniques,sub-subtopic,Solar Panel,Solar forecasting accuracy,-123.05952,43.79762,433280
solve problematic,sub-subtopic,Solar Panel,Energy Risk indicators ,-123.0506,42.43179,332960
CMI NDF,sub-subtopic,Solar Panel,Renewable energy Integration,-123.04806,38.33325,843956
final model,sub-subtopic,Solar Panel,Renewable energy transition ,-123.04458,51.91922,629159
